Name,Cuisine / Type,Google Rating,ImageURL,Hours,FormattedHours,Phone,Address
Dos Locos,Mexican,3.2,https://s3-media0.fl.yelpcdn.com/bphoto/EGhGq7Wp4E6b1k1cDq4YWA/o.jpg,"[{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":5},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":6}]",Monday: 11:30 AM - 10:00 PM | Tuesday: 11:30 AM - 10:00 PM | Wednesday: 11:30 AM - 10:00 PM | Thursday: 11:30 AM - 10:00 PM | Friday: 11:30 AM - 10:00 PM | Saturday: 11:30 AM - 10:00 PM | Sunday: 11:30 AM - 10:00 PM,+13022273353,"208 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Drift Seafood & Raw Bar,Seafood,4.4,https://s3-media0.fl.yelpcdn.com/bphoto/PZQ6h2XItDhEgTmfx9_WDg/o.jpg,"[{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":5},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":6}]",Monday: 5:00 PM - 9:00 PM | Tuesday: 5:00 PM - 9:00 PM | Wednesday: 5:00 PM - 9:00 PM | Thursday: 5:00 PM - 9:00 PM | Friday: 5:00 PM - 10:00 PM | Saturday: 5:00 PM - 10:00 PM | Sunday: 5:00 PM - 9:00 PM,+13025672744,"42.5 Baltimore Ave., Rehoboth Beach, DE, 19971"
Fins Fish House & Raw Bar,Seafood,3.9,https://s3-media0.fl.yelpcdn.com/bphoto/NqjdiFsD2VcK-_9GBMArew/o.jpg,"[{""is_overnight"":false,""start"":""1500"",""end"":""2030"",""day"":0},{""is_overnight"":false,""start"":""1500"",""end"":""2030"",""day"":1},{""is_overnight"":false,""start"":""1500"",""end"":""2030"",""day"":2},{""is_overnight"":false,""start"":""1500"",""end"":""2030"",""day"":3},{""is_overnight"":false,""start"":""1500"",""end"":""2130"",""day"":4},{""is_overnight"":false,""start"":""1130"",""end"":""2130"",""day"":5},{""is_overnight"":false,""start"":""1130"",""end"":""2130"",""day"":6}]",Monday: 3:00 PM - 8:30 PM | Tuesday: 3:00 PM - 8:30 PM | Wednesday: 3:00 PM - 8:30 PM | Thursday: 3:00 PM - 8:30 PM | Friday: 3:00 PM - 9:30 PM | Saturday: 11:30 AM - 9:30 PM | Sunday: 11:30 AM - 9:30 PM,+13022263467,"243 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Freddie's Beach Bar,American,3.4,https://s3-media0.fl.yelpcdn.com/bphoto/5eFT1KF-msHgTW48_0RRpw/o.jpg,"[{""is_overnight"":true,""start"":""1700"",""end"":""0030"",""day"":0},{""is_overnight"":true,""start"":""1700"",""end"":""0030"",""day"":1},{""is_overnight"":true,""start"":""1700"",""end"":""0030"",""day"":2},{""is_overnight"":true,""start"":""1700"",""end"":""0030"",""day"":3},{""is_overnight"":true,""start"":""1200"",""end"":""0030"",""day"":4},{""is_overnight"":true,""start"":""1200"",""end"":""0030"",""day"":5},{""is_overnight"":true,""start"":""1200"",""end"":""0030"",""day"":6}]",Monday: 5:00 PM - 12:30 AM | Tuesday: 5:00 PM - 12:30 AM | Wednesday: 5:00 PM - 12:30 AM | Thursday: 5:00 PM - 12:30 AM | Friday: 12:00 PM - 12:30 AM | Saturday: 12:00 PM - 12:30 AM | Sunday: 12:00 PM - 12:30 AM,+13025271400,"3 S First St, Rehoboth Beach, DE, 19971"
The Ice Cream Store,Ice Cream,4.2,https://s3-media0.fl.yelpcdn.com/bphoto/jfUYVBNBAdoxZr_dKhsbDQ/o.jpg,"[{""is_overnight"":false,""start"":""1000"",""end"":""2300"",""day"":0},{""is_overnight"":false,""start"":""1000"",""end"":""2300"",""day"":1},{""is_overnight"":false,""start"":""1000"",""end"":""2300"",""day"":2},{""is_overnight"":false,""start"":""1000"",""end"":""2300"",""day"":3},{""is_overnight"":false,""start"":""1000"",""end"":""2330"",""day"":4},{""is_overnight"":false,""start"":""1000"",""end"":""2330"",""day"":5},{""is_overnight"":false,""start"":""1000"",""end"":""2330"",""day"":6}]",Monday: 10:00 AM - 11:00 PM | Tuesday: 10:00 AM - 11:00 PM | Wednesday: 10:00 AM - 11:00 PM | Thursday: 10:00 AM - 11:00 PM | Friday: 10:00 AM - 11:30 PM | Saturday: 10:00 AM - 11:30 PM | Sunday: 10:00 AM - 11:30 PM,+13022274609,"6 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Kiwi's Tiki Hut & Kove,Bar & Grill,3.0,https://s3-media0.fl.yelpcdn.com/bphoto/75hH91dpEADC_a-gOsHHaA/o.jpg,,,,
Louie's Pizza,Pizza,3.6,https://s3-media0.fl.yelpcdn.com/bphoto/GXfUzz_L1x8xuz4aJ-8c0g/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":1},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":3},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":6}]",Monday: 11:00 AM - 8:00 PM | Tuesday: 11:00 AM - 8:00 PM | Wednesday: 11:00 AM - 8:00 PM | Thursday: 11:00 AM - 8:00 PM | Friday: 11:00 AM - 8:00 PM | Saturday: 11:00 AM - 8:00 PM | Sunday: 11:00 AM - 8:00 PM,+13022276002,"11 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Mariachi Restaurant,Mexican,4.2,https://s3-media0.fl.yelpcdn.com/bphoto/CQJhtcESPlkF2VQVBzocWg/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1100"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1100"",""end"":""2130"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""2130"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2100"",""day"":6}]",Monday: 11:00 AM - 9:00 PM | Tuesday: 11:00 AM - 9:00 PM | Wednesday: 11:00 AM - 9:00 PM | Thursday: 11:00 AM - 9:00 PM | Friday: 11:00 AM - 9:30 PM | Saturday: 11:00 AM - 9:30 PM | Sunday: 11:00 AM - 9:00 PM,+13022270115,"14 Wilmington Ave, Rehoboth Beach, DE, 19971"
Purple Parrot Grill,American,3.3,https://s3-media0.fl.yelpcdn.com/bphoto/UUP-05dBwX1WUrR920bqew/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":3},{""is_overnight"":true,""start"":""1100"",""end"":""0100"",""day"":4},{""is_overnight"":true,""start"":""1100"",""end"":""0100"",""day"":5},{""is_overnight"":true,""start"":""0900"",""end"":""0100"",""day"":6}]",Monday: 11:00 AM - 11:00 PM | Wednesday: 11:00 AM - 11:00 PM | Thursday: 11:00 AM - 11:00 PM | Friday: 11:00 AM - 1:00 AM | Saturday: 11:00 AM - 1:00 AM | Sunday: 9:00 AM - 1:00 AM,+13022261139,"134 Rehoboth Ave, Rehoboth Beach, DE, 19971"
The Pines,American,4,https://s3-media0.fl.yelpcdn.com/bphoto/bH1H6dgZf67FIUBOlGpWvA/o.jpg,"[{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""1700"",""end"":""2300"",""day"":4},{""is_overnight"":false,""start"":""1700"",""end"":""2300"",""day"":5},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":6}]",Monday: 5:00 PM - 10:00 PM | Tuesday: 5:00 PM - 10:00 PM | Wednesday: 5:00 PM - 10:00 PM | Thursday: 5:00 PM - 10:00 PM | Friday: 5:00 PM - 11:00 PM | Saturday: 5:00 PM - 11:00 PM | Sunday: 5:00 PM - 10:00 PM,+13025672726,"56 Baltimore Ave, Rehoboth Beach, DE, 19971"
Shorebreak Lodge,Seafood,4.5,https://s3-media0.fl.yelpcdn.com/bphoto/1krVl6O5rUIBjNfKYqTRdA/o.jpg,"[{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":5},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":6}]",Monday: 5:00 PM - 10:00 PM | Tuesday: 5:00 PM - 10:00 PM | Wednesday: 5:00 PM - 10:00 PM | Thursday: 5:00 PM - 10:00 PM | Friday: 5:00 PM - 10:00 PM | Saturday: 5:00 PM - 10:00 PM | Sunday: 5:00 PM - 10:00 PM,+13022271007,"10 Wilmington Ave, Rehoboth Beach, DE, 19971"
Sirocco,Mediterranean,4.2,https://s3-media0.fl.yelpcdn.com/bphoto/jrPP13KDDFAGQmzRMtH0vQ/o.jpg,"[{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":0},{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":1},{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":2},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":3},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":4},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":5},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":5},{""is_overnight"":false,""start"":""0700"",""end"":""1100"",""day"":6},{""is_overnight"":false,""start"":""1700"",""end"":""2200"",""day"":6}]","Monday: 7:00 AM - 11:00 AM | Tuesday: 7:00 AM - 11:00 AM | Wednesday: 7:00 AM - 11:00 AM, 5:00 PM - 10:00 PM | Thursday: 7:00 AM - 11:00 AM, 5:00 PM - 10:00 PM | Friday: 7:00 AM - 11:00 AM, 5:00 PM - 10:00 PM | Saturday: 7:00 AM - 11:00 AM, 5:00 PM - 10:00 PM | Sunday: 7:00 AM - 11:00 AM, 5:00 PM - 10:00 PM",+13027270317,"123 2nd St, Rehoboth Beach, DE, 19971"
Snyder's Candy,Candy Store,4.6,https://s3-media0.fl.yelpcdn.com/bphoto/C2gLAokWM50U8TBt3OuyUw/o.jpg,"[{""is_overnight"":false,""start"":""0930"",""end"":""1800"",""day"":0},{""is_overnight"":false,""start"":""1000"",""end"":""1800"",""day"":1},{""is_overnight"":false,""start"":""1000"",""end"":""1800"",""day"":2},{""is_overnight"":false,""start"":""1000"",""end"":""1800"",""day"":3},{""is_overnight"":false,""start"":""0930"",""end"":""2100"",""day"":4},{""is_overnight"":false,""start"":""0930"",""end"":""2100"",""day"":5},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":6}]",Monday: 9:30 AM - 6:00 PM | Tuesday: 10:00 AM - 6:00 PM | Wednesday: 10:00 AM - 6:00 PM | Thursday: 10:00 AM - 6:00 PM | Friday: 9:30 AM - 9:00 PM | Saturday: 9:30 AM - 9:00 PM | Sunday: 10:00 AM - 5:00 PM,+13022263994,"60 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Somewhere (Restaurant),Caribbean,4.2,https://s3-media0.fl.yelpcdn.com/bphoto/OP3zWAzj7k7FLydp_l6qYw/o.jpg,"[{""is_overnight"":false,""start"":""0900"",""end"":""1500"",""day"":2},{""is_overnight"":false,""start"":""0900"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""0900"",""end"":""2130"",""day"":4},{""is_overnight"":false,""start"":""0900"",""end"":""2130"",""day"":5},{""is_overnight"":false,""start"":""0900"",""end"":""1500"",""day"":6}]",Wednesday: 9:00 AM - 3:00 PM | Thursday: 9:00 AM - 9:00 PM | Friday: 9:00 AM - 9:30 PM | Saturday: 9:00 AM - 9:30 PM | Sunday: 9:00 AM - 3:00 PM,+13028586280,"52 Baltimore Ave, Rehoboth Beach, DE, 19971"
Victoria's Restaurant,American,3.8,https://s3-media0.fl.yelpcdn.com/bphoto/fAgkrYmDi8P3fRhOHmFeuQ/o.jpg,"[{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":5},{""is_overnight"":false,""start"":""0700"",""end"":""2200"",""day"":6}]",Monday: 7:00 AM - 10:00 PM | Tuesday: 7:00 AM - 10:00 PM | Wednesday: 7:00 AM - 10:00 PM | Thursday: 7:00 AM - 10:00 PM | Friday: 7:00 AM - 10:00 PM | Saturday: 7:00 AM - 10:00 PM | Sunday: 7:00 AM - 10:00 PM,+13022270615,"2 Olive Ave, Rehoboth Beach, DE, 19971"
Archie's Ice Cream,Ice Cream,3.7,https://s3-media0.fl.yelpcdn.com/bphoto/oZ2mT3DCL3z8Y0MUHr9NJg/o.jpg,,,+13022272462,"42 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Aroma Mediterranean Cuisine,Mediterranean,4.1,https://s3-media0.fl.yelpcdn.com/bphoto/BCe-InKf0JSJjOU0BPzS5w/o.jpg,"[{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1700"",""end"":""2130"",""day"":4},{""is_overnight"":false,""start"":""1700"",""end"":""2130"",""day"":5},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":6}]",Monday: 5:00 PM - 9:00 PM | Tuesday: 5:00 PM - 9:00 PM | Thursday: 5:00 PM - 9:00 PM | Friday: 5:00 PM - 9:30 PM | Saturday: 5:00 PM - 9:30 PM | Sunday: 5:00 PM - 9:00 PM,+13022122488,"208 2nd St, Rehoboth Beach, DE, 19971"
Back Porch Café,American (Fine Dining),4.1,https://s3-media0.fl.yelpcdn.com/bphoto/MGRcEebZm1BEl-MKl2UCKQ/o.jpg,"[{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1700"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1700"",""end"":""2130"",""day"":3},{""is_overnight"":false,""start"":""1700"",""end"":""2130"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""2130"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2130"",""day"":6}]",Monday: 5:00 PM - 9:00 PM | Tuesday: 5:00 PM - 9:00 PM | Thursday: 5:00 PM - 9:30 PM | Friday: 5:00 PM - 9:30 PM | Saturday: 11:00 AM - 9:30 PM | Sunday: 11:00 AM - 9:30 PM,+13022273674,"59 Rehoboth Ave, Rehoboth Beach, DE, 19971"
Blue Moon,American,4,https://s3-media0.fl.yelpcdn.com/bphoto/xXHVTv-YnH1KxpvrcyNdJg/o.jpg,"[{""is_overnight"":false,""start"":""1600"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1600"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1600"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1600"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1600"",""end"":""2300"",""day"":4},{""is_overnight"":false,""start"":""1600"",""end"":""2300"",""day"":5},{""is_overnight"":false,""start"":""1000"",""end"":""1400"",""day"":6},{""is_overnight"":false,""start"":""1600"",""end"":""2100"",""day"":6}]","Monday: 4:00 PM - 9:00 PM | Tuesday: 4:00 PM - 9:00 PM | Wednesday: 4:00 PM - 9:00 PM | Thursday: 4:00 PM - 9:00 PM | Friday: 4:00 PM - 11:00 PM | Saturday: 4:00 PM - 11:00 PM | Sunday: 10:00 AM - 2:00 PM, 4:00 PM - 9:00 PM",+13022276515,"35 Baltimore Ave, Rehoboth Beach, DE, 19971"
Cafe Papillon,French Bakery,4.6,https://s3-media0.fl.yelpcdn.com/bphoto/vRA67E7oOSBMs9OMAjIlog/o.jpg,"[{""is_overnight"":false,""start"":""0800"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""0800"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""0800"",""end"":""1700"",""day"":2},{""is_overnight"":false,""start"":""0800"",""end"":""1700"",""day"":3},{""is_overnight"":false,""start"":""0800"",""end"":""2000"",""day"":4},{""is_overnight"":false,""start"":""0800"",""end"":""2100"",""day"":5},{""is_overnight"":false,""start"":""0800"",""end"":""2100"",""day"":6}]",Monday: 8:00 AM - 9:00 PM | Tuesday: 8:00 AM - 9:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 8:00 PM | Saturday: 8:00 AM - 9:00 PM | Sunday: 8:00 AM - 9:00 PM,+13022277568,"42 Rehoboth Ave, Rehoboth Beach, DE, 19971"
